0.70753,0.30281,6.2873
0.7045,0.28378,6.2866
0.71049,0.27876,6.2862
0.72341,0.26468,6.2845
0.7045,0.25176,6.2864
0.70357,0.24385,6.288
0.71161,0.23089,6.2889
0.70561,0.2219,6.2889
0.71453,0.20683,6.287
0.70362,0.34791,6.2892
0.68967,0.33798,6.2905
0.68759,0.32787,6.2883
0.70055,0.31383,6.2873
0.70054,0.30383,6.2874
0.69152,0.28779,6.2869
0.70349,0.27774,6.286
0.69855,0.26881,6.2874
0.69052,0.25277,6.2866
0.70664,0.23791,6.2895
0.70465,0.22992,6.2898
0.69767,0.22094,6.2902
0.69162,0.2079,6.2889
0.69659,0.19887,6.2882
0.70149,0.1888,6.2861
0.69153,0.17683,6.2867
0.71144,0.15778,6.2848
0.6737,0.36602,6.2911
0.68366,0.35797,6.2902
0.68365,0.34696,6.29
0.6817,0.33602,6.2913
0.68566,0.32697,6.2902
0.69864,0.31094,6.2897
0.67861,0.2999,6.2889
0.68154,0.28782,6.2875
0.69356,0.27782,6.2877
0.69364,0.26791,6.2896
0.6747,0.25497,6.2909
0.68669,0.23995,6.2908
0.69666,0.23192,6.29
0.68867,0.22294,6.2902
0.67473,0.21099,6.2914
0.69065,0.19891,6.2893
0.69162,0.19089,6.2887
0.68455,0.17783,6.287
0.68751,0.16381,6.2861
0.70047,0.14581,6.2854
0.69046,0.1388,6.2853
0.67385,0.39127,6.2947
0.6647,0.37402,6.2911
0.67171,0.37104,6.2914
0.67666,0.36297,6.2902
0.66671,0.34604,6.2915
0.6687,0.34203,6.2913
0.67865,0.32596,6.2901
0.68665,0.31495,6.29
0.67567,0.29898,6.2906
0.66865,0.29195,6.2902
0.68366,0.27794,6.2902
0.6747,0.26697,6.2911
0.66871,0.25199,6.2913
0.68371,0.23797,6.2912
0.68367,0.22794,6.2902
0.67074,0.217,6.2916
0.67273,0.20999,6.2914
0.68871,0.19795,6.2908
0.67865,0.18891,6.2894
0.67059,0.17686,6.288
0.67857,0.16484,6.2873
0.67859,0.14886,6.2877
0.67254,0.13584,6.2868
0.6825,0.13082,6.286
0.69149,0.11283,6.2856
0.66383,0.40425,6.2941
0.67276,0.39313,6.2923
0.65774,0.37614,6.2929
0.65077,0.36917,6.2936
0.66377,0.35716,6.2934
0.65974,0.34808,6.2921
0.65771,0.33604,6.2917
0.67466,0.32095,6.29
0.67466,0.30897,6.2904
0.66167,0.29698,6.2908
0.65177,0.2881,6.2934
0.6678,0.27611,6.294
0.6748,0.26909,6.2936
0.65873,0.25401,6.2919
0.66867,0.23895,6.2904
0.6767,0.23397,6.2909
0.66175,0.21801,6.292
0.66171,0.20797,6.2911
0.67371,0.19796,6.291
0.67369,0.18795,6.2903
0.65463,0.17089,6.2889
0.66861,0.15887,6.2884
0.67356,0.14784,6.2873
0.66159,0.13786,6.2879
0.66159,0.12787,6.288
0.67356,0.11785,6.2871
0.67352,0.10784,6.2862
0.6419,0.41837,6.296
0.65479,0.40218,6.2931
0.65982,0.39526,6.2944
0.65179,0.3832,6.2938
0.64484,0.37228,6.2952
0.65084,0.35927,6.2952
0.65379,0.3482,6.2941
0.63875,0.33514,6.2932
0.64372,0.32405,6.292
0.65372,0.31003,6.292
0.65075,0.29907,6.2928
0.65476,0.28708,6.293
0.65983,0.27814,6.2946
0.65184,0.26316,6.2949
0.64581,0.25411,6.2941
0.6617,0.24199,6.2912
0.66474,0.228,6.2917
0.65176,0.21802,6.2922
0.65472,0.20697,6.2912
0.66372,0.19796,6.291
0.65568,0.18294,6.2904
0.65166,0.17191,6.2897
0.65562,0.15889,6.2889
0.66359,0.14786,6.288
0.65162,0.13788,6.2886
0.65561,0.12688,6.2883
0.67057,0.11486,6.2872
0.65557,0.10686,6.2872
0.6515,0.087837,6.2854
0.64196,0.42851,6.2976
0.6319,0.4184,6.2964
0.63583,0.39932,6.2954
0.63182,0.3913,6.2953
0.62781,0.38228,6.2951
0.63379,0.36822,6.2943
0.64484,0.35629,6.2956
0.6408,0.3472,6.2943
0.63077,0.33317,6.2938
0.6337,0.31802,6.2916
0.63478,0.30712,6.2937
0.6318,0.29814,6.2942
0.63978,0.28513,6.2939
0.65478,0.2771,6.2935
0.64081,0.26714,6.2945
0.63784,0.25615,6.295
0.64688,0.24218,6.2956
0.64776,0.23004,6.2924
0.64272,0.21498,6.2914
0.64375,0.207,6.2919
0.65272,0.19598,6.2913
0.63766,0.18192,6.29
0.62764,0.1729,6.2895
0.64662,0.15688,6.2888
0.65364,0.1479,6.2893
0.64166,0.13791,6.2897
0.64962,0.12689,6.2887
0.65357,0.11386,6.2873
0.64954,0.098848,6.2863
0.63455,0.090851,6.2862
0.64943,0.078826,6.2837
0.62596,0.44158,6.2984
0.62795,0.42951,6.2977
0.61893,0.4205,6.298
0.62084,0.40436,6.2961
0.6338,0.39026,6.2947
0.6338,0.38025,6.2947
0.62182,0.37029,6.2954
0.63282,0.35628,6.2954
0.62778,0.34922,6.2944
0.61175,0.33517,6.294
0.62484,0.31725,6.296
0.63182,0.30618,6.2949
0.62585,0.30122,6.2957
0.62183,0.28818,6.2951
0.63884,0.27517,6.295
0.63583,0.26415,6.2948
0.61486,0.25119,6.2957
0.62389,0.2442,6.2962
0.63983,0.22712,6.2943
0.63073,0.21901,6.292
0.62469,0.20396,6.2911
0.63068,0.19895,6.2906
0.63265,0.18292,6.2901
0.62865,0.17392,6.2899
0.64067,0.16192,6.2903
0.6347,0.14694,6.2908
0.6277,0.13794,6.2908
0.63762,0.12288,6.2884
0.65058,0.11486,6.2875
0.62957,0.10187,6.2875
0.63156,0.091869,6.2871
0.63649,0.078856,6.2854
0.63442,0.06684,6.2838
0.60493,0.4526,6.2983
0.62295,0.43753,6.2979
0.6119,0.43146,6.297
0.60692,0.41453,6.2985
0.6159,0.39947,6.2978
0.61685,0.39233,6.2958
0.60685,0.37833,6.2959
0.61181,0.37126,6.2949
0.61676,0.35416,6.2933
0.62077,0.34421,6.2944
0.6028,0.33326,6.2955
0.61585,0.31927,6.2963
0.61489,0.30728,6.2968
0.60887,0.29424,6.2963
0.61386,0.29122,6.2959
0.62384,0.27818,6.2953
0.61685,0.26719,6.2956
0.61188,0.25221,6.2963
0.61485,0.24317,6.2955
0.62382,0.22812,6.2945
0.61175,0.21804,6.2928
0.61871,0.20899,6.2918
0.63469,0.19696,6.2911
0.61065,0.18093,6.2903
0.61068,0.17295,6.2908
0.6247,0.15594,6.2908
0.62769,0.14994,6.2907
0.61769,0.13593,6.2905
0.62964,0.12189,6.289
0.63259,0.11188,6.2884
0.62657,0.09687,6.2875
0.61456,0.090867,6.2871
0.63349,0.077851,6.2853
0.63342,0.067843,6.2837
0.62139,0.057835,6.2823
0.59089,0.46256,6.2976
0.58686,0.45149,6.2968
0.60387,0.43844,6.2965
0.60385,0.43039,6.2961
0.60088,0.42145,6.2973
0.60286,0.40337,6.2963
0.61284,0.39031,6.2955
0.60384,0.38131,6.2956
0.59685,0.36833,6.2961
0.60883,0.35828,6.2953
0.60581,0.34624,6.295
0.60077,0.33416,6.2939
0.60685,0.3213,6.2967
0.61386,0.30823,6.2959
0.60185,0.29823,6.296
0.60185,0.28823,6.2961
0.61386,0.27822,6.2961
0.60884,0.26718,6.2955
0.59484,0.25119,6.2958
0.60985,0.23917,6.2956
0.61383,0.22814,6.2949
0.60176,0.21805,6.2933
0.60172,0.20801,6.2923
0.6157,0.19798,6.2914
0.61571,0.18397,6.2915
0.60169,0.16795,6.2911
0.60669,0.15994,6.2907
0.61366,0.14792,6.29
0.60168,0.13794,6.2911
0.60968,0.12693,6.2908
0.62165,0.11391,6.2898
0.61659,0.10288,6.288
0.60855,0.087859,6.2867
0.61949,0.077848,6.2851
0.62041,0.063837,6.2828
0.61137,0.055828,6.2814
0.60835,0.051823,6.2805
0.59585,0.46446,6.2964
0.59181,0.45134,6.2949
0.59681,0.44232,6.295
0.59683,0.43236,6.2956
0.57882,0.41734,6.2957
0.59787,0.40239,6.2966
0.60188,0.38939,6.2968
0.5899,0.37944,6.2978
0.59487,0.36737,6.2967
0.60082,0.35229,6.2955
0.59679,0.34322,6.2948
0.58481,0.33226,6.2956
0.59281,0.32325,6.2957
0.60391,0.30842,6.2997
0.5919,0.29842,6.2998
0.5949,0.28741,6.2998
0.61086,0.27522,6.2962
0.59386,0.26722,6.2962
0.58683,0.25118,6.2956
0.60381,0.23813,6.2945
0.59473,0.22703,6.2924
0.59173,0.21803,6.2927
0.59174,0.20802,6.2927
0.61076,0.19502,6.293
0.59474,0.18299,6.2923
0.59169,0.16795,6.291
0.59669,0.15894,6.2908
0.60366,0.14792,6.2899
0.59268,0.13593,6.2908
0.60564,0.1239,6.2894
0.60564,0.11391,6.2894
0.59964,0.1029,6.2892
0.60356,0.088862,6.2869
0.6095,0.07585,6.285
0.60147,0.066842,6.2838
0.59241,0.056828,6.2817
0.59435,0.04682,6.2795
0.58381,0.47244,6.296
0.57478,0.46333,6.2948
0.57478,0.44734,6.295
0.58581,0.44033,6.2951
0.58485,0.42843,6.2967
0.56882,0.41434,6.2956
0.58181,0.40228,6.2949
0.58288,0.38841,6.2971
0.5769,0.37946,6.298
0.57188,0.36844,6.2978
0.58388,0.35639,6.2973
0.58383,0.34531,6.2962
0.57084,0.33342,6.2989
0.59085,0.31939,6.2987
0.58788,0.31039,6.2991
0.58289,0.29541,6.2995
0.58089,0.29039,6.2993
0.59391,0.2784,6.2999
0.59085,0.26321,6.2962
0.57483,0.25118,6.2955
0.58473,0.23704,6.2927
0.59273,0.23002,6.2923
0.58673,0.21702,6.2925
0.58174,0.20803,6.2928
0.59876,0.19502,6.293
0.59075,0.18301,6.2929
0.57471,0.17097,6.2916
0.59368,0.15794,6.2905
0.59366,0.14792,6.2898
0.58167,0.13792,6.2905
0.58965,0.12691,6.2896
0.60463,0.1139,6.289
0.59563,0.1039,6.289
0.58156,0.087856,6.2865
0.59351,0.077843,6.2849
0.59148,0.070839,6.284
0.59241,0.05483,6.2814
0.59438,0.046826,6.2802
0.59331,0.030809,6.2775
0.57876,0.47531,6.2944
0.56878,0.46338,6.2954
0.56179,0.4504,6.2958
0.5688,0.44339,6.2958
0.57382,0.42841,6.2965
0.56179,0.4143,6.295
0.57184,0.40037,6.2963
0.58286,0.39137,6.2965
0.57788,0.38041,6.2973
0.57089,0.36744,6.2979
0.57587,0.3584,6.2974
0.56786,0.34343,6.299
0.56383,0.33035,6.2979
0.57281,0.32329,6.2968
0.57183,0.31136,6.2981
0.55881,0.29734,6.2979
0.57488,0.28738,6.2992
0.57991,0.27841,6.2998
0.57888,0.26036,6.2991
0.57185,0.2513,6.298
0.57574,0.23904,6.2927
0.57473,0.22703,6.2928
0.56973,0.21804,6.2929
0.57474,0.20704,6.2932
0.58977,0.19903,6.2933
0.56973,0.182,6.2925
0.57271,0.16797,6.2916
0.5837,0.15795,6.2911
0.57468,0.14694,6.2907
0.57169,0.13594,6.291
0.58165,0.12191,6.2897
0.59063,0.11089,6.289
0.57558,0.098857,6.287
0.57158,0.087855,6.2866
0.58352,0.077842,6.285
0.58349,0.067842,6.284
0.57446,0.05884,6.2827
0.57143,0.047836,6.2809
0.57837,0.034813,6.2785
0.55777,0.48339,6.2954
0.56677,0.4734,6.2955
0.54879,0.45447,6.2967
0.55178,0.4484,6.2959
0.56084,0.43449,6.2974
0.55683,0.42347,6.2974
0.54881,0.4144,6.2963
0.56182,0.40238,6.2962
0.56082,0.39236,6.2962
0.5558,0.37932,6.2958
0.55883,0.36934,6.2962
0.57486,0.35736,6.2969
0.55888,0.34548,6.2998
0.54981,0.33135,6.2978
0.55683,0.31934,6.2979
0.56385,0.31041,6.299
0.55782,0.29735,6.2982
0.55782,0.28933,6.2978
0.57081,0.27528,6.2971
0.55077,0.2602,6.2957
0.55078,0.24923,6.2965
0.56273,0.23504,6.2928
0.56773,0.23003,6.2928
0.56273,0.21503,6.293
0.55773,0.21003,6.2929
0.57071,0.19399,6.292
0.57374,0.18001,6.2927
0.55672,0.16798,6.2922
0.57269,0.15596,6.2911
0.57267,0.14993,6.2903
0.56165,0.13791,6.2897
0.57066,0.12292,6.2902
0.57864,0.1109,6.2891
0.56959,0.098855,6.2869
0.56157,0.087849,6.2862
0.57552,0.077837,6.2847
0.57349,0.06783,6.2835
0.56146,0.055833,6.2819
0.56445,0.051838,6.2816
0.57137,0.030819,6.2782
0.56133,0.017826,6.2762
0.53581,0.48659,6.2977
0.54576,0.47138,6.2952
0.53778,0.45843,6.2961
0.53078,0.44947,6.2967
0.5468,0.43742,6.2964
0.54382,0.42247,6.2974
0.54182,0.41447,6.2975
0.55382,0.39837,6.2963
0.55581,0.39135,6.296
0.54981,0.37934,6.296
0.54179,0.36832,6.296
0.55382,0.35834,6.2966
0.55084,0.3434,6.2984
0.54482,0.33236,6.2978
0.56284,0.3174,6.2986
0.55384,0.3084,6.2988
0.54181,0.29834,6.2978
0.54181,0.28833,6.2977
0.56282,0.27329,6.2972
0.55579,0.26423,6.296
0.53475,0.25117,6.2952
0.55572,0.23803,6.2926
0.55373,0.23104,6.2929
0.53872,0.21702,6.2927
0.55774,0.20603,6.2932
0.5647,0.194,6.2921
0.55568,0.18397,6.2914
0.55472,0.16698,6.292
0.56068,0.15395,6.2908
0.55466,0.14692,6.2899
0.54864,0.13389,6.2888
0.56163,0.12189,6.2886
0.57363,0.11089,6.289
0.55558,0.098861,6.2871
0.55458,0.08685,6.2864
0.56354,0.077842,6.2853
0.5545,0.066833,6.2837
0.55147,0.055831,6.2817
0.54844,0.051806,6.2799
0.55338,0.030817,6.2775
0.55135,0.017825,6.276
0.51981,0.48558,6.2975
0.53479,0.46748,6.2965
0.53579,0.4595,6.2969
0.53482,0.44759,6.2983
0.54084,0.43456,6.2983
0.52378,0.42341,6.2965
0.5228,0.41543,6.297
0.53679,0.40336,6.2959
0.5408,0.39236,6.2961
0.5358,0.37936,6.2964
0.5318,0.36834,6.2963
0.55084,0.35535,6.2969
0.52982,0.34239,6.2982
0.53182,0.33237,6.2981
0.54384,0.31842,6.299
0.53482,0.3074,6.2988
0.53181,0.29835,6.298
0.53181,0.28833,6.2979
0.54078,0.27226,6.2965
0.53777,0.26323,6.2962
0.53175,0.24817,6.2953
0.54372,0.23804,6.2929
0.54373,0.22804,6.293
0.53173,0.21603,6.293
0.53573,0.20703,6.2931
0.55072,0.19502,6.2927
0.5347,0.183,6.2923
0.53167,0.16795,6.291
0.54768,0.15594,6.2907
0.54267,0.15093,6.2903
0.53764,0.1359,6.2891
0.55259,0.11986,6.2874
0.55859,0.11086,6.2874
0.5456,0.096861,6.2874
0.54059,0.08986,6.2868
0.54255,0.074837,6.2848
0.5525,0.069813,6.2831
0.53649,0.057816,6.2818
0.54145,0.047811,6.2797
0.55639,0.033819,6.2781
0.54035,0.015827,6.2757
0.51179,0.49856,6.2972
0.51182,0.4887,6.299
0.52087,0.47277,6.3001
0.51182,0.46062,6.2987
0.52381,0.44753,6.2976
0.5228,0.43549,6.2973
0.51479,0.41948,6.2976
0.51079,0.41345,6.2973
0.5268,0.39742,6.2971
0.53882,0.39144,6.2974
